DATE,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HKG,IRL,ISR,ITA,JPN,NLD,NOR,NZL,PRT,SGP,SWE,USA
37082.00,-0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.01,0.01,0.00,-0.01,0.00,0.00,0.00
37083.00,-0.01,0.00,-0.01,-0.01,0.00,-0.02,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.02,-0.01,0.00,0.00
37084.00,0.00,0.01,0.00,-0.01,-0.01,0.00,0.01,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,0.00,0.01,0.01,0.00
37085.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,-0.01,-0.02,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,0.03,0.00,0.00,0.00,-0.01,0.00
37088.00,0.00,-0.01,-0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.01,-0.01,-0.01,0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.02,0.00
37089.00,0.00,0.00,0.01,-0.01,-0.01,-0.01,0.00,-0.01,0.00,0.01,0.01,0.00,-0.02,-0.02,0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,-0.01,0.00,0.00
37090.00,0.00,-0.01,-0.01,0.01,-0.01,0.00,-0.02,0.02,0.00,0.01,0.00,-0.01,0.00,-0.01,0.01,0.00,0.01,0.01,0.01,-0.01,0.00,0.00,0.00,0.00
37091.00,0.00,-0.01,0.00,0.00,-0.01,-0.01,0.00,0.00,-0.03,-0.01,-0.01,0.00,0.00,-0.01,-0.01,-0.02,0.00,-0.01,-0.01,-0.01,-0.01,0.01,-0.01,0.00
37092.00,0.00,-0.01,0.01,0.00,0.00,-0.01,0.02,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01,-0.01,-0.01,0.00,0.00
37095.00,0.00,-0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,-0.01,-0.01,-0.01,-0.02,0.00,-0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01
37096.00,0.01,-0.02,0.00,0.00,0.00,0.01,-0.01,0.00,0.00,0.01,0.01,0.01,0.00,0.02,0.00,-0.01,-0.01,0.01,0.01,-0.01,-0.01,0.00,0.00,0.01
37097.00,-0.01,0.01,0.01,-0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,-0.01
37098.00,0.00,0.00,0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.01,-0.02,0.00,0.00,0.00,-0.02,0.00,-0.01,0.01,0.00,-0.01,0.00
37099.00,0.00,-0.01,0.00,0.00,-0.01,0.01,-0.01,-0.01,-0.01,-0.02,-0.03,0.00,0.00,-0.02,0.00,0.00,0.00,-0.01,-0.01,0.01,0.02,0.01,-0.01,0.00
37102.00,0.00,0.01,0.01,0.00,-0.01,0.00,-0.01,-0.01,0.00,-0.01,-0.02,0.00,0.00,0.00,-0.01,0.04,0.00,-0.02,0.00,0.01,-0.01,-0.01,0.00,0.00
37103.00,-0.01,0.00,0.00,-0.01,0.01,0.01,0.00,0.00,0.01,0.00,-0.01,-0.01,-0.01,0.00,0.00,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00
37104.00,-0.01,0.00,0.00,-0.01,-0.01,0.01,0.00,-0.01,-0.03,0.00,0.00,0.02,0.00,0.00,-0.01,0.01,0.00,0.00,0.00,-0.01,0.01,0.00,0.00,0.00
37105.00,0.00,0.00,0.01,0.00,0.00,0.01,-0.01,-0.02,-0.01,0.01,0.00,0.02,-0.01,0.01,0.02,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.02,0.00
37106.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00
37109.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.01,0.02,0.00,0.01,0.01,0.00,0.02,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,-0.01,-0.01,0.00
37110.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.01,0.01,-0.01,0.00,0.00,-0.01,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
37111.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.00,-0.01,0.00,0.00,0.01,0.01,-0.01,0.00,0.00,0.01,0.00
37112.00,0.00,0.00,0.00,0.00,0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.01,-0.01,0.00,-0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
37113.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.01,0.00,0.00,0.00,-0.02,0.00,0.01,0.00,0.01,0.00,-0.01,0.01,-0.01,0.01,0.00
37116.00,0.00,-0.01,0.01,0.00,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,0.00,0.00,-0.02,-0.01,0.00,0.00,0.00,-0.01,0.00
37117.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,-0.01,0.00,-0.01,0.00,0.01,0.00,-0.01,-0.01,0.00,-0.01,-0.01,0.00,-0.01,0.00
37118.00,0.00,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37119.00,0.01,0.01,0.01,-0.01,-0.01,0.00,0.01,0.01,0.01,0.00,0.02,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00
37120.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,-0.01,0.00,0.01,0.00,0.00,0.01
37123.00,0.00,0.01,-0.01,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00
37124.00,0.00,-0.01,-0.02,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,-0.02,0.00,0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00
37125.00,-0.01,-0.02,0.00,-0.01,-0.01,0.00,0.01,-0.01,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.00,-0.01,0.00
37126.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,-0.01,0.01,0.00,0.00,0.00,0.00,0.00
37127.00,-0.01,0.00,0.00,-0.01,0.01,-0.01,-0.01,-0.01,0.00,-0.01,-0.01,0.00,0.01,-0.02,0.00,-0.01,0.00,-0.01,0.00,-0.02,0.01,0.00,0.00,0.00
37130.00,-0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.01,0.00,0.00,-0.01,0.01,0.00,0.00,0.00,-0.02,0.00,-0.01,0.01,-0.01,0.00,0.00
37131.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,-0.01,0.00,0.01,0.00,0.00,0.00
37132.00,0.00,0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,-0.01,0.01,0.00,0.00,-0.01,0.01,0.00,-0.01,0.00,-0.02,0.00,0.01,0.01
37133.00,0.01,0.00,0.01,0.00,-0.01,0.01,0.00,0.02,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.02,0.00,0.01,0.01,0.01,0.01,0.00,0.01,0.00
37134.00,0.00,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.01,0.01,-0.02,0.01,0.00
37137.00,-0.02,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,-0.01,0.00,0.00,0.00
37138.00,-0.01,0.00,0.00,0.00,-0.02,-0.01,0.02,-0.02,-0.02,-0.01,-0.02,-0.01,-0.01,0.01,0.01,0.00,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,0.00
37139.00,0.00,0.00,0.00,0.01,-0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,-0.01,-0.01,0.02,0.00,0.01,0.00,0.00,-0.01,0.00,0.00,0.00
37140.00,0.00,-0.01,-0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,-0.01,0.01,-0.01,-0.01,0.00,0.00,-0.01,-0.01,0.00,0.00,0.01,-0.01,0.00
37141.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.01,0.00,0.00,-0.01,0.00,0.00,0.01,-0.01,0.00,0.01,0.01,0.01
37144.00,-0.01,0.00,0.01,-0.01,0.01,0.00,0.02,0.00,-0.01,-0.01,-0.02,-0.01,0.00,0.01,0.00,-0.01,0.01,-0.03,0.01,0.00,-0.01,0.00,0.00,-0.01
37145.00,-0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.03,0.02,0.03,0.03,0.00,-0.01,0.00,0.02,0.01,-0.01,0.03,-0.03,0.00,0.00,-0.01,0.00,0.00
37146.00,-0.01,0.00,-0.01,0.00,-0.01,0.00,-0.01,-0.02,-0.01,-0.02,-0.06,-0.01,0.00,0.01,0.00,-0.02,0.00,-0.04,0.03,0.00,0.01,-0.01,-0.01,0.00
37147.00,0.00,0.00,0.00,0.01,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,-0.01,0.00,0.00,0.00,-0.01,0.00,-0.01,0.00,0.00,0.00,0.01,0.00
37148.00,-0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.01,0.03,0.01,0.04,-0.01,-0.02,0.02,0.00,0.01,0.00,0.05,0.00,0.00,0.02,-0.02,0.01,0.00
37151.00,-0.02,0.00,0.01,0.00,0.00,-0.01,0.01,-0.03,-0.01,-0.02,-0.04,-0.03,0.00,-0.01,0.00,-0.02,0.01,-0.02,-0.02,0.00,-0.02,-0.02,-0.02,0.01
37152.00,0.00,0.01,0.00,0.01,-0.01,0.01,0.01,-0.01,-0.01,0.01,-0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,-0.03,-0.01,0.01,-0.01
37153.00,0.00,-0.01,0.01,-0.01,0.01,0.02,-0.02,0.01,0.00,0.01,-0.01,-0.01,-0.01,0.01,0.00,0.01,0.00,0.02,0.01,0.00,0.00,0.01,-0.01,-0.01
37154.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,-0.01,0.00,0.02,-0.02,0.00,0.00,-0.03,0.03,0.00,0.01,0.01,0.03,-0.01,0.00,0.00,0.00,0.00
37155.00,0.01,0.01,-0.01,0.00,0.01,-0.01,0.00,0.00,0.00,-0.01,-0.02,-0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.02,0.00,-0.01,0.01,-0.01,0.00
37158.00,0.01,0.00,0.00,-0.01,-0.02,-0.01,-0.01,-0.02,-0.02,-0.03,-0.01,0.00,-0.01,0.00,-0.02,-0.02,0.00,-0.04,0.00,0.00,0.00,-0.01,-0.01,0.00
37159.00,0.00,0.01,0.01,-0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0.01,0.01,0.00,0.00,-0.01,0.00,0.02,0.00,0.00,0.00
37160.00,0.00,-0.01,0.00,0.01,0.00,-0.01,-0.01,0.02,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.02,0.00,-0.01,-0.03,0.00,0.02,-0.01
37161.00,0.00,-0.02,0.00,-0.01,-0.01,-0.01,0.00,0.00,0.01,0.00,-0.01,0.01,-0.01,0.00,0.00,-0.02,0.00,-0.01,-0.01,-0.01,-0.01,0.00,0.00,-0.01
37162.00,0.00,0.00,-0.02,-0.01,0.00,0.00,0.00,0.01,-0.01,0.00,-0.03,0.00,-0.01,-0.01,0.00,-0.01,-0.01,0.00,0.00,0.01,0.00,0.00,-0.02,0.00
37165.00,-0.01,-0.01,0.00,0.01,0.00,-0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.00,-0.01,0.00,0.01,-0.01,-0.01,0.00,0.02,0.00,-0.02,0.01,-0.01
37166.00,0.00,0.01,-0.04,0.00,-0.01,-0.01,-0.02,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.02,0.00,-0.02,0.00,-0.01,0.00,-0.01,0.01,-0.01,-0.01,0.00
37167.00,0.01,0.01,0.01,-0.01,-0.03,-0.01,0.01,0.00,0.01,0.00,-0.01,0.01,0.00,-0.01,0.00,-0.02,0.01,0.00,0.00,-0.01,0.00,0.00,-0.01,0.00
37168.00,0.00,0.00,-0.01,0.01,0.01,0.00,-0.03,-0.01,-0.04,-0.02,-0.01,0.00,0.00,0.01,0.01,0.01,-0.01,-0.02,0.00,-0.03,0.00,0.01,-0.02,0.01
37169.00,-0.01,0.03,0.01,0.01,0.01,0.00,0.00,0.03,0.00,0.01,0.00,-0.01,0.01,0.00,0.00,0.02,0.00,0.00,0.03,0.01,0.00,0.01,0.00,0.00
37172.00,0.00,0.00,0.00,0.00,-0.01,-0.02,0.00,-0.02,-0.01,0.01,-0.01,0.00,0.01,0.02,0.01,-0.01,0.00,0.00,0.01,0.01,0.00,0.00,-0.01,0.00
37173.00,-0.01,0.02,0.00,0.00,0.00,0.01,-0.01,-0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,-0.01,0.00,0.01,0.00
37174.00,0.00,0.01,-0.01,-0.01,0.01,-0.02,-0.02,-0.02,-0.01,-0.02,-0.02,0.01,0.01,0.00,0.00,-0.01,0.00,0.01,-0.02,0.01,0.00,0.01,-0.01,0.00
37175.00,-0.01,-0.01,0.00,0.00,0.00,0.01,-0.03,0.00,-0.01,0.01,0.03,0.00,0.00,-0.01,-0.01,0.01,-0.02,-0.01,0.02,-0.01,0.00,0.00,0.00,0.00
37176.00,0.00,-0.03,0.00,-0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,-0.01,0.00,0.00,-0.02,-0.02,0.00,0.01,0.01
37179.00,0.01,0.02,0.03,0.00,0.01,0.02,0.01,0.00,0.03,0.01,0.01,0.00,-0.01,0.01,0.03,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01
37180.00,0.00,-0.02,0.01,0.00,0.01,0.01,0.06,-0.01,-0.02,-0.01,0.00,0.00,0.01,-0.02,0.00,0.00,0.00,0.00,0.00,-0.01,-0.01,0.01,0.00,0.00
37181.00,0.00,0.00,-0.01,0.02,0.01,0.02,-0.01,-0.01,-0.02,-0.01,-0.01,0.00,0.00,0.02,0.00,-0.01,0.00,-0.03,0.01,-0.01,0.00,0.03,-0.03,0.00
37182.00,0.01,0.00,0.00,0.00,-0.02,0.01,-0.01,0.01,0.03,0.01,0.01,0.00,0.02,0.01,0.01,0.00,0.01,0.00,0.01,0.01,-0.02,0.00,0.01,0.00
37183.00,0.01,0.02,-0.01,0.01,-0.01,0.01,0.00,0.02,-0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.01,-0.01,0.03,0.01
37186.00,0.00,0.01,-0.01,0.00,-0.01,0.00,-0.01,-0.02,0.00,-0.01,-0.01,0.01,0.00,0.00,-0.01,-0.01,0.00,-0.01,-0.02,0.00,0.01,0.00,-0.01,0.00
37187.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,-0.01,-0.04,-0.02,-0.01,0.00,-0.01,-0.02,0.00,-0.01,-0.01,-0.03,0.00,0.00,0.00,0.00,-0.03,0.00
37188.00,0.00,0.01,0.02,0.00,0.00,-0.01,-0.01,-0.01,-0.04,0.00,0.01,0.00,0.00,0.00,-0.01,0.01,0.00,0.01,-0.01,-0.01,0.00,0.00,0.00,0.01
37189.00,0.00,0.01,0.03,-0.01,0.02,0.01,0.01,0.03,0.04,0.02,0.02,0.00,0.00,-0.01,0.01,0.01,0.00,0.01,-0.03,0.01,0.00,0.01,0.03,0.00
37190.00,0.00,0.00,-0.01,-0.01,0.00,0.00,-0.02,0.00,0.00,0.00,-0.01,0.00,0.00,0.01,0.00,-0.01,0.01,-0.01,0.00,0.01,0.01,0.00,-0.01,0.00
37193.00,0.01,0.03,-0.01,0.03,0.01,0.02,0.02,0.01,0.00,0.01,0.01,0.00,0.01,0.00,-0.01,0.02,0.01,0.03,-0.02,0.01,-0.01,0.01,0.03,0.01
37194.00,0.01,-0.01,0.01,0.00,0.02,0.00,0.01,0.02,0.00,0.01,0.00,-0.01,0.02,0.00,0.00,0.01,0.00,0.01,0.00,-0.01,0.01,-0.01,0.02,0.00
37195.00,0.01,-0.02,-0.02,0.00,-0.02,0.01,0.00,-0.02,-0.03,-0.02,-0.01,0.00,0.00,-0.01,0.00,0.00,0.01,-0.02,0.02,-0.01,0.00,0.00,0.01,0.01
37196.00,0.00,0.00,0.00,-0.01,0.00,-0.01,-0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.01,-0.01,0.00,0.00,-0.01,0.02,-0.01,0.00,0.00,0.00,-0.01
37197.00,0.00,0.00,0.01,-0.01,0.00,0.01,0.00,0.01,0.00,0.00,-0.01,0.01,0.00,0.01,0.00,0.02,0.00,-0.01,0.01,-0.01,0.01,0.00,0.00,-0.01
37200.00,0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,-0.01,0.00,-0.02,-0.01,0.01,0.00,-0.01,-0.04,0.00,0.00,-0.03,-0.02,0.00,-0.02,0.00,-0.02,-0.01
37201.00,-0.01,-0.02,0.00,-0.02,0.01,0.00,-0.01,0.00,-0.01,0.00,0.00,-0.01,0.01,0.01,0.00,0.01,0.00,0.00,0.01,0.00,-0.01,0.01,-0.01,0.00
37202.00,0.01,0.01,0.00,0.00,0.00,-0.01,-0.01,-0.02,0.00,-0.01,0.00,0.00,0.01,0.01,0.00,0.00,0.01,-0.03,0.01,0.01,0.00,0.00,-0.01,0.00
37203.00,0.01,0.00,-0.02,0.01,0.00,-0.02,0.00,-0.02,-0.03,-0.02,0.00,0.01,-0.01,0.00,-0.01,-0.01,-0.01,-0.01,0.01,0.01,0.00,0.00,-0.02,0.00
37204.00,0.00,0.02,0.00,-0.01,0.02,0.00,0.03,0.01,0.01,0.01,0.01,0.00,-0.01,-0.01,0.00,0.00,0.00,0.04,-0.01,0.00,0.00,0.00,0.00,0.00
37207.00,-0.01,0.00,0.00,-0.01,0.01,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.00,-0.01,0.01,0.01
37208.00,0.00,0.02,-0.01,-0.02,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.01,0.00,0.00,0.00,0.00,-0.01,0.00,-0.04,0.00,-0.02,0.00,0.01,-0.01,0.00
37209.00,-0.01,-0.02,0.01,-0.01,0.00,-0.01,-0.02,0.00,-0.01,-0.01,0.01,0.00,-0.01,0.03,0.00,-0.01,0.00,0.01,-0.01,0.00,0.00,0.00,0.00,0.00
37210.00,0.00,-0.03,-0.01,0.00,0.01,-0.01,-0.01,-0.01,-0.02,0.00,0.01,0.00,-0.01,0.00,0.00,-0.01,-0.01,-0.04,0.02,0.00,0.00,-0.01,0.02,-0.01
37211.00,0.01,0.00,-0.01,-0.01,0.00,0.00,0.00,-0.02,-0.01,0.00,0.01,0.00,0.00,0.01,0.00,-0.01,0.00,-0.02,0.02,-0.01,0.01,0.00,0.01,0.00
37214.00,0.00,0.00,-0.02,-0.01,0.00,0.00,-0.02,-0.02,0.02,0.01,0.01,0.01,0.00,0.00,-0.01,0.00,0.00,0.04,0.03,0.02,0.01,0.00,0.01,0.00
37215.00,0.00,-0.01,0.05,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,-0.03,-0.01,0.01,0.00,0.03,0.01,-0.02,0.01,0.01,0.02,0.00
37216.00,0.01,0.00,0.00,0.02,-0.01,0.00,-0.01,0.01,0.01,0.01,0.00,0.01,0.00,-0.01,0.01,0.00,0.00,0.05,-0.01,0.01,0.00,-0.01,0.00,0.01
37217.00,0.01,0.00,0.01,0.00,-0.01,-0.01,-0.02,-0.01,-0.02,0.00,0.00,0.01,-0.01,0.02,0.00,0.00,0.00,-0.03,0.01,0.00,0.01,0.01,-0.01,0.00
37218.00,-0.01,0.00,0.00,-0.01,0.01,-0.01,0.00,0.00,0.01,0.01,0.01,-0.02,0.00,-0.01,0.00,0.00,0.00,-0.01,-0.01,0.01,0.00,0.00,0.01,0.00
37221.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.02,0.01,0.02,-0.01,-0.01,-0.01,-0.01,0.02,0.01,0.01,0.00
37222.00,-0.01,-0.01,-0.01,0.00,0.01,-0.01,0.00,0.01,0.01,0.02,0.00,0.01,0.00,0.01,0.00,0.01,0.01,0.03,-0.03,-0.02,0.01,-0.01,0.00,0.01
37223.00,0.00,0.00,0.02,0.01,0.01,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,-0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.01
37224.00,0.01,-0.01,-0.01,0.00,0.00,-0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.01,-0.02,0.01,-0.01,-0.01,0.00,0.00,-0.01,-0.02,0.01,0.01,0.01
37225.00,-0.01,0.00,-0.02,0.00,0.01,0.00,0.00,-0.01,-0.03,0.00,0.00,0.00,0.00,-0.01,0.00,0.01,-0.01,0.00,0.00,0.00,0.01,-0.01,0.00,0.00
37228.00,0.00,0.02,0.02,0.01,0.00,-0.01,0.02,0.01,0.02,0.01,0.00,-0.01,0.00,0.00,0.00,0.01,0.01,0.00,-0.02,0.01,0.01,-0.01,-0.01,0.00
37229.00,0.00,-0.01,-0.01,0.00,-0.02,-0.01,0.00,-0.01,0.00,-0.02,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.01,0.01,-0.01,0.00,-0.02,0.00
37230.00,0.00,-0.01,-0.02,-0.01,0.00,-0.01,-0.03,-0.03,-0.02,-0.02,-0.01,0.00,0.00,0.00,0.00,-0.02,-0.01,-0.02,-0.02,0.00,0.00,-0.01,-0.01,0.00
37231.00,0.00,-0.01,0.01,0.01,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.02,-0.02,0.02,-0.01,0.00,0.00,0.01,0.01,-0.01,-0.03,0.00,0.01,0.00
37232.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.01,0.01,-0.01,0.01,0.00,0.00,0.00,0.01,0.01
37235.00,0.00,0.00,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.02,0.01,0.01,-0.01,0.01,0.01,-0.01,0.01,0.01
37236.00,0.00,-0.01,0.00,0.00,0.02,-0.01,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,-0.02,0.01,0.00,0.00,-0.01,0.00,-0.01,-0.01,0.00,-0.01,0.01
37237.00,0.00,-0.01,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,-0.02,0.00,0.01,0.00,0.00,-0.01,0.01,-0.01,-0.01,0.01,0.00,0.00,0.00
37238.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.02,0.02,0.01,0.00,-0.02,-0.01,0.00,-0.01,0.00,0.01,0.02,0.00,0.00,0.00,-0.01,0.01,0.01
37239.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,-0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.00
37242.00,0.00,0.00,-0.01,-0.01,-0.01,-0.02,0.01,-0.01,-0.02,-0.02,-0.02,-0.01,-0.01,-0.02,-0.01,-0.03,0.00,-0.02,-0.01,0.00,0.00,0.00,-0.01,0.00
37243.00,-0.01,0.01,0.01,-0.01,0.00,-0.01,-0.02,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.01,-0.01,0.00,0.00,0.01,0.00,-0.01,0.00,0.00
37244.00,-0.01,0.00,-0.01,0.01,0.03,0.00,0.00,0.00,0.02,0.01,0.01,0.00,-0.01,0.01,0.00,0.01,-0.01,0.00,0.00,0.00,0.00,-0.01,0.01,-0.01
37245.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.01,-0.01,0.02,0.01,0.00,-0.01,0.01,0.01,-0.01
37246.00,0.00,-0.01,0.00,0.00,-0.02,-0.01,0.00,0.00,-0.01,-0.01,-0.02,-0.01,0.02,-0.02,0.00,-0.02,0.00,-0.02,0.00,-0.01,0.00,-0.01,-0.01,0.01
37249.00,-0.01,0.00,-0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,-0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37251.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01
37252.00,0.00,0.00,-0.01,0.00,0.00,-0.03,-0.01,-0.01,-0.01,-0.02,-0.01,0.00,-0.01,0.01,0.02,-0.01,-0.01,0.00,-0.01,0.00,0.00,0.00,0.00,0.00
37253.00,0.00,0.01,-0.01,0.01,0.00,0.00,-0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.01,-0.01,0.00,0.00,0.00,0.01,0.00
37256.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
37257.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
37258.00,-0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.00,0.02,0.02,0.00,0.00,0.01,0.00,0.00
37259.00,0.00,0.00,0.00,-0.01,-0.01,0.01,0.00,-0.01,0.01,0.00,-0.01,-0.01,0.00,0.01,0.00,-0.01,0.00,-0.02,0.01,-0.01,-0.01,0.02,-0.01,0.00
37260.00,0.00,-0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.01,0.00,0.01,0.00,-0.01,0.01,0.00,0.00,-0.01,0.01,0.00,0.00,-0.01,0.01,-0.01,0.00
